EmployeeNumber,risk_score,estimated_years_to_departure,risk_tier,urgency
1644,0.0049364064,,Low,Longer-horizon or stable
1645,0.7567812,32.0,High,Longer-horizon or stable
1646,0.18562776,24.0,Low,Longer-horizon or stable
1647,0.13451743,,Low,Longer-horizon or stable
1648,0.0703678,,Low,Longer-horizon or stable
1649,0.9491913,10.0,High,Longer-horizon or stable
1650,0.57484144,31.0,Medium,Longer-horizon or stable
1651,0.007849551,,Low,Longer-horizon or stable
1653,0.0024794117,,Low,Longer-horizon or stable
1654,0.057534117,,Low,Longer-horizon or stable
1655,0.014905999,,Low,Longer-horizon or stable
1656,0.013202505,,Low,Longer-horizon or stable
1657,0.16984896,9.0,Low,Longer-horizon or stable
1658,0.004886159,,Low,Longer-horizon or stable
1659,0.39226532,31.0,Medium,Longer-horizon or stable
1661,0.01032594,,Low,Longer-horizon or stable
1662,0.002559882,,Low,Longer-horizon or stable
1664,0.0074168076,,Low,Longer-horizon or stable
1665,0.0070979204,,Low,Longer-horizon or stable
1666,0.032048397,,Low,Longer-horizon or stable
1667,0.55871856,31.0,Medium,Longer-horizon or stable
1668,0.009193851,,Low,Longer-horizon or stable
1669,0.1778865,,Low,Longer-horizon or stable
1670,0.0010327282,,Low,Longer-horizon or stable
1671,0.0050324807,,Low,Longer-horizon or stable
1673,0.04272643,,Low,Longer-horizon or stable
1674,0.34346288,,Medium,Longer-horizon or stable
1675,0.14409253,,Low,Longer-horizon or stable
1676,0.005298182,,Low,Longer-horizon or stable
1677,0.022177102,,Low,Longer-horizon or stable
1678,0.12232228,,Low,Longer-horizon or stable
1680,0.3146145,9.0,Medium,Longer-horizon or stable
1681,0.048080258,,Low,Longer-horizon or stable
1682,0.18109597,,Low,Longer-horizon or stable
1683,0.05813234,,Low,Longer-horizon or stable
1684,0.5685824,16.0,Medium,Longer-horizon or stable
1687,0.015244362,,Low,Longer-horizon or stable
1689,0.019264113,,Low,Longer-horizon or stable
1691,0.3427656,,Medium,Longer-horizon or stable
1692,0.73836946,8.0,High,Longer-horizon or stable
1693,0.0071918983,,Low,Longer-horizon or stable
1694,0.38580993,,Medium,Longer-horizon or stable
1696,0.030036671,,Low,Longer-horizon or stable
1697,0.0027320723,,Low,Longer-horizon or stable
1698,0.027043432,,Low,Longer-horizon or stable
1700,0.075175576,,Low,Longer-horizon or stable
1701,0.05738702,,Low,Longer-horizon or stable
1702,0.26738003,9.0,Low,Longer-horizon or stable
1703,0.010898209,,Low,Longer-horizon or stable
1704,0.16144967,,Low,Longer-horizon or stable
1706,0.10973668,,Low,Longer-horizon or stable
1707,0.0068104756,,Low,Longer-horizon or stable
1708,0.25340262,,Low,Longer-horizon or stable
1709,0.041043285,,Low,Longer-horizon or stable
1710,0.10854275,,Low,Longer-horizon or stable
1712,0.025902485,,Low,Longer-horizon or stable
1714,0.6207332,7.0,High,Longer-horizon or stable
1716,0.9491279,31.0,High,Longer-horizon or stable
1718,0.19714744,,Low,Longer-horizon or stable
1719,0.12789138,,Low,Longer-horizon or stable
1720,0.51088876,,Medium,Longer-horizon or stable
1721,0.05933572,,Low,Longer-horizon or stable
1722,0.028875973,,Low,Longer-horizon or stable
1724,0.038898006,,Low,Longer-horizon or stable
1725,0.11169637,,Low,Longer-horizon or stable
1727,0.04570003,,Low,Longer-horizon or stable
1728,0.00817977,,Low,Longer-horizon or stable
1729,0.026416566,,Low,Longer-horizon or stable
1731,0.047276046,,Low,Longer-horizon or stable
1732,0.06825382,,Low,Longer-horizon or stable
1733,0.3834901,,Medium,Longer-horizon or stable
1734,0.86951816,,High,Longer-horizon or stable
1735,0.33539695,21.0,Medium,Longer-horizon or stable
1736,0.09514512,,Low,Longer-horizon or stable
1737,0.021259453,,Low,Longer-horizon or stable
1739,0.25872254,,Low,Longer-horizon or stable
1740,0.28891695,,Low,Longer-horizon or stable
1744,0.054857947,,Low,Longer-horizon or stable
1745,0.05292676,,Low,Longer-horizon or stable
1746,0.22630864,,Low,Longer-horizon or stable
1747,0.33603543,,Medium,Longer-horizon or stable
1749,0.105530985,,Low,Longer-horizon or stable
1751,0.01195316,,Low,Longer-horizon or stable
1752,0.78268135,14.0,High,Longer-horizon or stable
1753,0.08826832,31.0,Low,Longer-horizon or stable
1754,0.31916884,,Medium,Longer-horizon or stable
1755,0.015102813,,Low,Longer-horizon or stable
1756,0.034203164,,Low,Longer-horizon or stable
1757,0.1506302,,Low,Longer-horizon or stable
1758,0.9176952,31.0,High,Longer-horizon or stable
1760,0.13101515,,Low,Longer-horizon or stable
1761,0.560465,,Medium,Longer-horizon or stable
1762,0.14337201,,Low,Longer-horizon or stable
1763,0.018085456,,Low,Longer-horizon or stable
1764,0.1561173,,Low,Longer-horizon or stable
1766,0.12029833,,Low,Longer-horizon or stable
1767,0.808616,,High,Longer-horizon or stable
1768,0.07943928,,Low,Longer-horizon or stable
1770,0.02250589,,Low,Longer-horizon or stable
1771,0.033423744,,Low,Longer-horizon or stable
1772,0.05612141,,Low,Longer-horizon or stable
1774,0.0046009556,,Low,Longer-horizon or stable
1775,0.018919423,,Low,Longer-horizon or stable
1778,0.00838586,,Low,Longer-horizon or stable
1779,0.1566312,31.0,Low,Longer-horizon or stable
1780,0.793859,5.0,High,Longer-horizon or stable
1782,0.009935218,,Low,Longer-horizon or stable
1783,0.76854956,3.0,High,Longer-horizon or stable
1784,0.24296242,,Low,Longer-horizon or stable
1786,0.03673762,,Low,Longer-horizon or stable
1787,0.19717933,,Low,Longer-horizon or stable
1789,0.012518238,,Low,Longer-horizon or stable
1790,0.13156553,,Low,Longer-horizon or stable
1792,0.36132577,,Medium,Longer-horizon or stable
1794,0.13252282,,Low,Longer-horizon or stable
1797,0.36104447,31.0,Medium,Longer-horizon or stable
1798,0.038572468,,Low,Longer-horizon or stable
1799,0.0032394198,,Low,Longer-horizon or stable
1800,0.06402986,,Low,Longer-horizon or stable
1801,0.43232745,31.0,Medium,Longer-horizon or stable
1802,0.028400559,,Low,Longer-horizon or stable
1803,0.059913937,,Low,Longer-horizon or stable
1804,0.00047099093,,Low,Longer-horizon or stable
1805,0.02647794,,Low,Longer-horizon or stable
1807,0.1421413,,Low,Longer-horizon or stable
1809,0.11116445,,Low,Longer-horizon or stable
1812,0.0229729,,Low,Longer-horizon or stable
1813,0.1476357,,Low,Longer-horizon or stable
1814,0.16417143,,Low,Longer-horizon or stable
1815,0.059647128,,Low,Longer-horizon or stable
1816,0.15876348,32.0,Low,Longer-horizon or stable
1818,0.5909957,19.0,Medium,Longer-horizon or stable
1821,0.04510071,,Low,Longer-horizon or stable
1822,0.0013511112,,Low,Longer-horizon or stable
1823,0.018244756,,Low,Longer-horizon or stable
1824,0.023956671,,Low,Longer-horizon or stable
1826,0.18577237,,Low,Longer-horizon or stable
1827,0.07995235,,Low,Longer-horizon or stable
1829,0.017512755,,Low,Longer-horizon or stable
1830,0.011762945,,Low,Longer-horizon or stable
1833,0.3822963,,Medium,Longer-horizon or stable
1834,0.0065589403,,Low,Longer-horizon or stable
1835,0.07979663,,Low,Longer-horizon or stable
1836,0.07585711,,Low,Longer-horizon or stable
1837,0.13594405,,Low,Longer-horizon or stable
1839,0.4705809,2.0,Medium,Near-term
1842,0.37790608,,Medium,Longer-horizon or stable
1844,0.8180899,18.0,High,Longer-horizon or stable
1845,0.021787776,,Low,Longer-horizon or stable
1847,0.006531067,,Low,Longer-horizon or stable
1849,0.053863388,,Low,Longer-horizon or stable
1850,0.37752,17.0,Medium,Longer-horizon or stable
1852,0.034456737,,Low,Longer-horizon or stable
1853,0.37497735,,Medium,Longer-horizon or stable
1854,0.15668672,,Low,Longer-horizon or stable
1856,0.251184,32.0,Low,Longer-horizon or stable
1857,0.016483668,,Low,Longer-horizon or stable
1858,0.012621716,,Low,Longer-horizon or stable
1859,0.02360496,,Low,Longer-horizon or stable
1860,0.091359496,,Low,Longer-horizon or stable
1862,0.94296944,16.0,High,Longer-horizon or stable
1863,0.019037755,,Low,Longer-horizon or stable
1864,0.056920715,,Low,Longer-horizon or stable
1865,0.44529846,,Medium,Longer-horizon or stable
1866,0.17858076,,Low,Longer-horizon or stable
1867,0.14555225,,Low,Longer-horizon or stable
1868,0.9712704,8.0,High,Longer-horizon or stable
1869,0.06657722,,Low,Longer-horizon or stable
1870,0.08777653,,Low,Longer-horizon or stable
1871,0.010927093,,Low,Longer-horizon or stable
1873,0.09461649,,Low,Longer-horizon or stable
1875,0.070864946,,Low,Longer-horizon or stable
1876,0.5949966,6.0,Medium,Longer-horizon or stable
1878,0.90344006,4.0,High,Longer-horizon or stable
1880,0.12198591,,Low,Longer-horizon or stable
1881,0.12062153,,Low,Longer-horizon or stable
1882,0.039828863,,Low,Longer-horizon or stable
1883,0.44554022,31.0,Medium,Longer-horizon or stable
1885,0.031772424,,Low,Longer-horizon or stable
1886,0.0962689,,Low,Longer-horizon or stable
1888,0.032130595,,Low,Longer-horizon or stable
1890,0.027229939,,Low,Longer-horizon or stable
1892,0.028451629,,Low,Longer-horizon or stable
1893,0.47865173,,Medium,Longer-horizon or stable
1898,0.026796961,,Low,Longer-horizon or stable
1900,0.009964501,,Low,Longer-horizon or stable
1903,0.00271783,,Low,Longer-horizon or stable
1905,0.4236618,,Medium,Longer-horizon or stable
1907,0.2419101,,Low,Longer-horizon or stable
1908,0.42173064,,Medium,Longer-horizon or stable
1909,0.028526785,,Low,Longer-horizon or stable
1911,0.054888986,,Low,Longer-horizon or stable
1912,0.07518604,,Low,Longer-horizon or stable
1915,0.14442393,,Low,Longer-horizon or stable
1916,0.21298917,,Low,Longer-horizon or stable
1918,0.08759903,,Low,Longer-horizon or stable
1922,0.054581016,,Low,Longer-horizon or stable
1924,0.3661304,,Medium,Longer-horizon or stable
1927,0.1186268,,Low,Longer-horizon or stable
1928,0.9439774,5.0,High,Longer-horizon or stable
1929,0.19778915,32.0,Low,Longer-horizon or stable
1931,0.19315605,,Low,Longer-horizon or stable
1932,0.2032907,,Low,Longer-horizon or stable
1933,0.86481977,11.0,High,Longer-horizon or stable
1934,0.04428973,,Low,Longer-horizon or stable
1935,0.12856242,,Low,Longer-horizon or stable
1936,0.044230044,,Low,Longer-horizon or stable
1937,0.04034012,,Low,Longer-horizon or stable
1938,0.029260494,,Low,Longer-horizon or stable
1939,0.7397155,10.0,High,Longer-horizon or stable
1940,0.008264341,,Low,Longer-horizon or stable
1941,0.014207658,,Low,Longer-horizon or stable
1943,0.066471405,,Low,Longer-horizon or stable
1944,0.9504096,10.0,High,Longer-horizon or stable
1945,0.12884143,,Low,Longer-horizon or stable
1947,0.07589133,,Low,Longer-horizon or stable
1948,0.02443941,,Low,Longer-horizon or stable
1949,0.02429954,,Low,Longer-horizon or stable
1950,0.20218822,,Low,Longer-horizon or stable
1951,0.08124442,,Low,Longer-horizon or stable
1952,0.06293737,,Low,Longer-horizon or stable
1954,0.030625677,,Low,Longer-horizon or stable
1955,0.002092893,,Low,Longer-horizon or stable
1956,0.04184118,,Low,Longer-horizon or stable
1960,0.735686,32.0,High,Longer-horizon or stable
1961,0.62480426,,High,Longer-horizon or stable
1962,0.031886358,,Low,Longer-horizon or stable
1965,0.019893503,,Low,Longer-horizon or stable
1966,0.06829064,,Low,Longer-horizon or stable
1967,0.5477092,32.0,Medium,Longer-horizon or stable
1968,0.9450906,21.0,High,Longer-horizon or stable
1969,0.023255099,,Low,Longer-horizon or stable
1970,0.021084648,,Low,Longer-horizon or stable
1971,0.0898585,,Low,Longer-horizon or stable
1972,0.17284736,,Low,Longer-horizon or stable
1973,0.118849896,,Low,Longer-horizon or stable
1974,0.40370402,10.0,Medium,Longer-horizon or stable
1975,0.31952664,,Medium,Longer-horizon or stable
1976,0.011382938,,Low,Longer-horizon or stable
1979,0.024024278,,Low,Longer-horizon or stable
1980,0.16639867,,Low,Longer-horizon or stable
1981,0.17519328,,Low,Longer-horizon or stable
1982,0.0135350255,32.0,Low,Longer-horizon or stable
1985,0.16642585,,Low,Longer-horizon or stable
1986,0.049376085,,Low,Longer-horizon or stable
1987,0.103513844,32.0,Low,Longer-horizon or stable
1989,0.011789375,,Low,Longer-horizon or stable
1992,0.19247954,,Low,Longer-horizon or stable
1993,0.20442134,,Low,Longer-horizon or stable
1994,0.20803984,32.0,Low,Longer-horizon or stable
1995,0.043392155,,Low,Longer-horizon or stable
1996,0.114503115,,Low,Longer-horizon or stable
1997,0.32994977,,Medium,Longer-horizon or stable
1998,0.12843569,,Low,Longer-horizon or stable
1999,0.005647213,,Low,Longer-horizon or stable
2000,0.016892504,,Low,Longer-horizon or stable
2003,0.44923976,,Medium,Longer-horizon or stable
2007,0.033763137,32.0,Low,Longer-horizon or stable
2008,0.015829107,,Low,Longer-horizon or stable
2009,0.03475824,,Low,Longer-horizon or stable
2010,0.27492756,,Low,Longer-horizon or stable
2012,0.19673441,,Low,Longer-horizon or stable
2013,0.186458,,Low,Longer-horizon or stable
2014,0.13515149,,Low,Longer-horizon or stable
2015,0.053374156,,Low,Longer-horizon or stable
2016,0.06599663,,Low,Longer-horizon or stable
2017,0.010348648,,Low,Longer-horizon or stable
2018,0.13657276,,Low,Longer-horizon or stable
2019,0.028531006,,Low,Longer-horizon or stable
2020,0.38800558,31.0,Medium,Longer-horizon or stable
2021,0.5505553,7.0,Medium,Longer-horizon or stable
2022,0.0030473904,,Low,Longer-horizon or stable
2023,0.8383729,5.0,High,Longer-horizon or stable
2024,0.06255386,,Low,Longer-horizon or stable
2025,0.010118961,,Low,Longer-horizon or stable
2026,0.010497657,,Low,Longer-horizon or stable
2027,0.298527,,Low,Longer-horizon or stable
2031,0.22409335,,Low,Longer-horizon or stable
2032,0.77407485,,High,Longer-horizon or stable
2034,0.017545678,,Low,Longer-horizon or stable
2035,0.07456489,,Low,Longer-horizon or stable
2036,0.04439594,,Low,Longer-horizon or stable
2037,0.038176313,,Low,Longer-horizon or stable
2038,0.063911855,,Low,Longer-horizon or stable
2040,0.2116904,,Low,Longer-horizon or stable
2041,0.03817781,,Low,Longer-horizon or stable
2044,0.15668148,,Low,Longer-horizon or stable
2045,0.33596927,,Medium,Longer-horizon or stable
2046,0.09978442,,Low,Longer-horizon or stable
2048,0.03758271,,Low,Longer-horizon or stable
2049,0.08411712,,Low,Longer-horizon or stable
2051,0.019086264,,Low,Longer-horizon or stable
2052,0.0052803797,,Low,Longer-horizon or stable
2053,0.29415038,,Low,Longer-horizon or stable
2054,0.19412771,,Low,Longer-horizon or stable
2055,0.25512397,,Low,Longer-horizon or stable
2056,0.33424985,,Medium,Longer-horizon or stable
2057,0.06846412,,Low,Longer-horizon or stable
2060,0.04694532,,Low,Longer-horizon or stable
2061,0.032284472,,Low,Longer-horizon or stable
2062,0.029160347,,Low,Longer-horizon or stable
2064,0.021708697,,Low,Longer-horizon or stable
2065,0.08327187,,Low,Longer-horizon or stable
2068,0.17214336,,Low,Longer-horizon or stable
